 	X	Y
709	-19.862398	800.16437
710	-19.459877	803.2415
711	-18.856007	807.81714
712	-18.453247	810.8386
713	-18.050224	813.8354
714	-17.445051	818.2802
715	-17.041119	821.2069
716	-16.434519	825.5358
717	-16.02971	828.377
718	-15.624654	831.1787
719	-15.016733	835.3008
720	-14.611268	837.9911
721	-14.205637	840.632
722	-13.596779	844.49567
723	-13.190466	847.003
724	-12.783697	849.4528
725	-12.172534	853.01434
726	-11.762665	855.31836
727	-11.350888	857.5615
728	-10.688122	861.6114
729	-10.276204	863.6545
730	-9.864248	865.6792
731	-9.246266	868.8419
732	-8.834261	870.5852
733	-8.422257	872.8908
734	-7.8042545	875.7536
735	-7.3922706	877.18024
736	-6.980303	878.48926
737	-6.3623753	880.33057
738	-5.950433	881.76355
739	-5.538494	882.8689
740	-4.9205837	884.3498
741	-4.5086355	885.3484
742	-4.0966773	886.298
743	-3.4787195	889.17163
744	-3.06674	889.4225
745	-2.654756	890.5488
746	-2.036787	893.4082
747	-1.6248335	898.02295
748	-1.2129002	902.9736
749	-0.59506357	916.4397
750	-0.18321936	929.69684
751	0.22857894	945.9442
752	0.84619457	981.38513
753	1.2578866	1010.51086
754	1.6695399	1046.6973
755	2.2869508	1113.7372
756	2.698518	1166.7109
757	3.1100593	1224.5647
758	3.7273111	1320.3467
759	4.1387835	1391.6763
760	4.550235	1468.0145
761	5.167366	1592.8417
762	5.578753	1679.583
763	5.990106	1770.0571
764	6.605281	1897.1019
765	7.012648	1978.2847
766	7.4195642	2045.5809
767	8.029251	2133.98
768	8.435336	2183.9521
769	8.841206	2228.168
770	9.449679	2290.6487
771	9.855144	2320.0403
772	10.463041	2357.4197
773	10.868094	2375.0476
774	11.272927	2382.901
775	11.879768	2401.6833
776	12.284101	2394.8374
777	12.688286	2399.1846
778	13.294362	2396.9878
779	13.698308	2398.7312
780	14.304164	2398.0017
781	14.708033	2393.5164
782	15.111853	2391.7896
783	15.717515	2388.5286
784	16.12122	2390.1929
